City name;Airport Code;Airport Name
Glenwood Springs;GWS;Glenwood Springs
Glynco;NEA;Brunswick Golden Isles
Gold Beach;GOL;State
Golden Horn;GDH;SPB
Goldsboro;GSB;Seymour Johnson AFB
Golovin;GLV;Golovin
Gooding;GNG;Gooding
Goodland;GLD;Renner Field
Goodnews Bay;GNU;Goodnews Bay
Goodyear;GYR;Litchfield
Gordon;GRN;Gordon
Gordonsville;GVE;Municipal
Goshen;GSH;Goshen
Grand Canyon;JGC;Heliport
Grand Canyon;GCN;National Park
Grand Canyon;NGC;North Rim
Grand Canyon;FLG;Pulliam Field
Grand Forks;GFK;Grand Forks
Grand Island;GRI;Grand Island
Grand Junction;GJT;Walker Field
Grand Marais;GRM;Devils Track
Grand Rapids;GRR;Kent County Intl
Grand Rapids;GPZ;Grand Rapids
Grandview;GVW;Richards-Gebaur
Granite Mountain;GMT;Granite Mountain
Grants;GNT;Milan
Grantsburg;GTG;Municipal
Grayling;KGX;Grayling
Great Barrington;GBR;Great Barrington
Great Bend;GBD;Great Bend
Great Falls;GTF;International
Great Falls;GFA;Malmstrom AFB
Greeley;GXY;Weld County
Green Bay;GRB;Austin-straubel Field
Green River;RVR;Green River
Greenfield;GFD;Pope Field
Greenville;GRE;Municipal
Greenville;GLH;Greenville
Greenville;PGV;Pitt-Greenville
Greenville;GDC;Donaldson Center
Greenville;GMU;Downtown
Greenville;GSP;Greenville-Spartanbur
Greenville;GCY;Municipal
Greenville;GVT;Majors Field
Greenwood;GWO;Leflore
Greenwood;GRD;Greenwood
Greybull;GEY;South Big Horn County
Groton;ZGD;New London Rail
Gulf Shores;GUF;Edwards
Gulfport;GPT;Biloxi Regional
Gulkana;GKN;Gulkana
Gunnison;GUC;Gunnison
Gustavus;BQV;Bartlett SPB
Gustavus;GST;Gustavus Arpt
Guthrie;GOK;Guthrie
Guymon;GUY;Guymon
Hagerstown;HGR;Wash. County Regional
Haines;HNS;Municipal
Half Moon;HAF;Half Moon
Hamilton;HAB;Marion County
Hamilton;HAO;Hamilton
Hampton;HPT;Municipal
Hampton;LFI;Langley AFB
Hampton;ZWW;Newport News Rail
Hampton;ZWB;Williamsburg Rail
Hana;HNM;Hana
Hanapepe;PAK;Port Allen
Hancock;CMX;Houghton County
Hanksville;HVE;Intermediate
Hanna;HNX;Hanna
Hanus Bay;HBC;Hanus Bay
Harlingen;HRL;Valley International
Harrisburg;HSB;Raleigh
Harrisburg;MDT;Harrisburg Intl
Harrisburg;ZUG;Harrisburg Rail
Harrisburg;HAR;Harrisburg Skyport
Harrison;HRO;Boone County
Hartford;BNH;Barnes
Hartford;HFD;Brainard
Hartford;ZRT;Hartford CT Rail
Hartsville;HVS;Municipal
Hastings;HSI;Hastings
Hatteras;HNC;Hatteras
Hattiesburg;HBG;The Hattiesburg-Bobby L. Chain Mun.
Havasupai;HAE;Havasupai
Havre;HVR;City County
Hawk Inlet;HWI;SPB
Hawthorne;HHR;Hawthorne
Hawthorne;HTH;Hawthorne
Haycock;HAY;Haycock
Hayden;HDN;Yampa Valley
Hays;HYS;Municipal
Hayward;HWD;Air Terminal
Hayward;HYR;Municipal
Hazleton;HZL;Hazleton
Healy Lake;HKB;Healy Lake
Helena;HEE;Thompson-Robbins
Helena;HLN;Helena
Hemet;HMT;Ryan Field
Fletcher;AVL;Asheville Regional Airport
Herendeen;HED;Herendeen
Herlong;AHC;Amedee AAF
Hermiston;HES;State
Hickory;HKY;Hickory
Hidden Falls;HDA;Hidden Falls
High Point;GSO;Piedmont Triad Intl
Hill City;HLC;Hill City
Hillsboro;HIO;Portland
Hilo;ITO;Hilo International
Hilton Head;HHH;Hilton Head
Hinesville;LIY;Wright AAF
Hobart;HBR;Hobart
Hobart Bay;HBH;Hobart Bay
Hobbs;HBB;Industrial Airpark
Hobbs;HOB;Lea County
Hoffman;HFF;Mackall AAF
Hogatza;HGZ;Hogatza
Holdrege;HDE;Brewster Field
Holikachu;HOL;Holikachu
Holland;HLM;Park Township
Hollis;HYL;SPB
Hollister;HLI;Hollister
Hollywood;HWO;North Perry
Holy Cross;HCR;Holy Cross
Homer;HOM;Homer
Homeshore;HMS;Homeshore
Homestead;HST;AFB
Honolulu;HIK;Hickam AFB
Honolulu;HNL;International
Hoolehua;MKK;Molokai
Hoonah;HNH;Hoonah
Hooper Bay;HPB;Hooper Bay
Hopkinsville;HOP;Campbell AAF
Hoquiam;HQM;Bowerman
Hot Springs;HOT;Memorial Field
Hot Springs;HSP;Ingalls Field
Houghton;HTL;Roscommon County
Houlton;HUL;International
Houma;HUM;Terrebonne
Houston;AAP;Andrau Airpark
Houston;JDX;Central Bus. District
Houston;DWH;David Wayne Hooks
Houston;EFD;Ellington Field
Houston;IAH;George Bush Intercntl.
Houston;JGP;Greenway Plaza H/P
Houston;HOU;Hobby
Houston;JMA;Marriot Astrodome
Houston;JPT;Park Ten Heliport
Houston;SPX;Spaceland
Houston;JGQ;Transco Twr Galleria
Houston;IWS;West Houston
Houston;JWH;Westchase Hilton H/P
Houston;JWL;Woodlawns
Hudson;HCC;Columbia County
Hughes;HUS;Municipal
Hugo;HUJ;Hugo
Humboldt;HUD;Humboldt
Humboldt;HBO;Municipal
Huntingburg;HNB;Municipal
Huntington;HTS;Tri-State/Milton
Huntsville;HUA;Redstone AAF
Huntsville;HSV;Huntsville
Huron;HON;Howes
Huslia;HSL;Huslia
Hutchinson;HUT;Hutchinson
Hyannis;HYA;Barnstable
Hydaburg;HYG;SPB
Hyder;WHD;SPB
Icy Bay;ICY;Icy Bay
Ida Grove;IDG;Municipal
Idaho Falls;IDA;Fanning Field
Igiugig;IGG;Igiugig
Iliamna;ILI;Iliamna
Immokalee;IMM;Immokalee
Imperial;IPL;Imperial County
Imperial;IML;Imperial
Imperial Beach;NRS;NAS
Independence;IDP;Independence
Indian Springs;INS;Af Aux
Indiana;IDI;Indiana
Indianapolis;IND;International
International Falls;INL;Falls Intl
Inyokern;IYK;Kern County
Iowa City;IOW;Iowa City
Iowa Falls;IFA;Iowa Falls
Iraan;IRB;Municipal
Iron Mountain;IMT;Ford
Ironwood;IWD;Gogebic County
Isabel Pass;ISL;Isabel Pass
Islip;ISP;Long Island Macarthur
Ithaca;ITH;Tompkins County
Ivanof Bay;KIB;SPB
Ivishak;IVH;Ivishak
Jackpot;KPT;Jackpot
Jackson;JXN;Reynolds Municipal
Jackson;MJQ;Jackson
Jackson;HKS;Hawkins Field
Jackson;JAN;Jackson-Evers
Jackson;MKL;Mckellar
Jackson;JAC;Jackson Hole
Jacksonville;LRF;Little Rock Afb
Jacksonville;NZC;Cecil Field NAS
Jacksonville;CRG;Craig Municipal
Jacksonville;JAX;International
Jacksonville;NIP;Jacksonville NAS
Jacksonville;IJX;Municipal
Jacksonville;OAJ;Albert J Ellis
Jacksonville;JKV;Jacksonville
Jaffrey;AFN;Municipal
Jahrom;JAR;Jahrom
Jamestown;JMS;Jamestown
Jamestown;JHW;Jamestown
Janesville;JVL;Rock County
Jasper;APT;Marion County
Jasper;JAS;County
Jefferson;EFW;Municipal
Jefferson;JFN;Ashtabula
Jefferson City;JEF;Memorial
John Day;JDA;John Day
Johnson;JCY;Johnson
Johnson City;TRI;Tri-Cities Regional
Johnstown;JST;Cambria County
Joliet;JOT;Municipal
Jolon;HGT;Hunter AAF
Jonesboro;JBR;Jonesboro
Joplin;JLN;Joplin
Jordan;JDN;Jordan
Junction;JCT;Kimble County
Juneau;JNU;Boundary Bay
Juneau;UNU;Dodge County
Kagvik Creek;KKF;Kagvik Creek
Kahului;OGG;Kahului
Kaiser/Lake Ozark;AIZ;Lee C Fine Memorial
Kake;KAE;SPB
Kakhonak;KNK;Kakhonak
Kalakaket;KKK;Kalakaket AFS
Kalamazoo;AZO;Battle Creek Intl
Kalaupapa;LUP;Kalaupapa
Kalispell;FCA;Glacier National Park
Kalskag;KLG;Municipal
Kaltag;KAL;Kaltag
Kamuela;MUE;Kamuela
Kamusi;KUY;Kamusi Airport
Kanab;KNB;Kanab
Kankakee;IKK;Greater Kankakee
Kansas City;KCK;Fairfax Municipal
Kansas City;MKC;Downtown
Kansas City;MCI;Kansas City International Airport
Kansas City;OJC;Johnson Executive
Kansas City;JCI;Johnson Industrial
Lahaina;JHM;Kapalua
Karluk;KYK;Karluk
Karluk Lake;KKL;Karluk Lake SPB
Kasaan;KXA;Kasaan SPB
Kasigluk;KUK;Kasigluk
Kauai Island;LIH;Lihue
Kauai Island;HPV;Princeville
Kavik;VIK;Airstrip
Kayenta;MVM;Monument Valley
Kearney;EAR;Kearney
Keene;EEN;Dillant-Hopkins
Kekaha;BKH;Barking Sands
Kelly Bar;KEU;Kelly Bar
Kelp Bay;KLP;Kelp Bay
Kelso;KLS;Longview
Kemerer;EMM;Kemerer
Kenai;ENA;Kenai
Kenmore Air Harbor;KEH;Kenmore Air Harbor
Kennett;KNT;Municipal
Kenosha;ENW;Kenosha Regional Airport
Kentland;KKT;Kentland
Keokuk;EOK;Keokuk
Kerrville;ERV;Kerrville
Ketchikan;KTN;International
Ketchikan;WFB;Waterfront SPB
Key Largo;KYL;Port Largo
Key West;EYW;International
Key West;NQX;NAS
Keystone;QKS;Van Service
Kiana;IAN;Bob Barker Memorial
Kilgore;GGG;Kilgore
Kill Devil Hills;FFA;First Flight
Killeen;HLR;Fort Hood AAF
Killeen;GRK;Gray AAF
Killeen;ILE;Municipal
King City;KIC;Mesa Del Rey
King Cove;KVC;King Cove
King Khalid Mil. City;KMC;King Khalid Military
King Of Prussia;KPD;King Of Prussia
King Salmon;AKN;King Salmon
Kingman;IGM;Kingman
Kingsville;NQI;NAS
Kinston;ISO;Stallings Field
Kipnuk;KPN;Kipnuk SPB
Kirksville;IRK;Municipal
Kissimmee;ISM;Kissimmee Gateway
Kitoi Bay;KKB;SPB
Kivalina;KVL;Kivalina
Kizhuyak;KZH;Kizhuyak
Klag Bay;KBK;Klag Bay
Klamath Falls;LMT;Kingsley Field
Klawock;KLW;Klawock
Knoxville;TYS;Mc Ghee Tyson
Kobuk;OBU;Kobuk/Wien
Kodiak;ADQ;Kodiak Airport
Kodiak;WDY;Kodiak Fss
Kodiak;KDK;Municipal
Kokomo;OKK;Kokomo
Kona;KOA;Keahole
Kongiganak;KKH;Kongiganak
Kosciusko;OSX;Attala County
Kotlik;KOT;Kotlik
Kotzebue;OTZ;Kotzebue
Koyuk;KKA;Koyuk
Koyukuk;KYU;Koyukuk
Kulik Lake;LKK;Kulik Lake
Kuparuk;UUK;Kuparuk
Kwethluk;KWT;Kwethluk
Kwigillingok;KWK;Kwigillingok
La Crosse;LSE;Municipal
La Grande;LGD;La Grande
La Grange;LGC;Calloway
La Verne;POC;Brackett Field
Labouchere Bay;WLB;Labouchere Bay
Laconia;LCI;Municipal
Lafayette;LAF;Purdue University
Lake Charles;LCH;Municipal
Lake Geneva;XES;Municipal
Lake Havasu City;HII;Municipal
Lake Jackson;LJN;Brazoria County
Lake Minchumina;LMA;Lake Minchumina
Lake Placid;LKP;Lake Placid
Lakehurst;NEL;Naec
Lakeland;LAL;Municipal
Lakeside;LKS;Lakeside
Lakeview;LKV;Lake County
Lamar;LAA;Lamar Field
Lanai City;LNY;Lanai City
Lancaster;RZH;Quartz Hill
Lancaster;WJF;William J Fox
Lancaster;LNS;Lancaster
Lancaster;ZRL;Lancaster PA Rail
Lander;LND;Hunt Field
Lansing;LAN;Capital City
Laporte;LPO;Municipal
Laramie;LAR;General Brees Field
Laredo;LRD;International
Larsen Bay;KLN;Larsen SPB
Las Cruces;LRU;Municipal
Las Vegas;LVS;Las Vegas
Las Vegas;HSH;Henderson Sky Harbor
Las Vegas;LAS;Mccarran Intl
Las Vegas;LSV;Nellis AFB
Las Vegas;VGT;North Air Terminal
Lathrop;LRO;Sharpe AAF
Lathrop Wells;LTH;Lathrop Wells
Latrobe;LBE;Westmoreland County
Laurel;PIB;Hattiesburg-Laurel Reg
Laurel;LUL;Hesler-Noble Field
Lawrence;LWC;Lawrence
Lawrence;LWM;Lawrence
Lawrenceville;LWV;Municipal
Lawrenceville;LVL;Lawrenceville
Lawton;LAW;Municipal
Leadville;LXV;Leadville
Leesburg;LEE;Leesburg
Lemars;LRJ;Municipal
Lemmon;LEM;Lemmon
Lemoore;NLC;NAS/Reeves Field
Leonardtown;LTW;St Marys County
Levelock;KLL;Levelock
Lewisburg;LWB;Greenbrier Valley
Lewiston;LWS;Nez Perce County Rgnl
Lewiston;LEW;Auburn
Lewistown;LWT;Municipal
Lexington;LEX;Blue Grass
Lexington;LSD;Creech AAF
Lexington;LXN;Lexington
Liberal;LBL;Municipal
Lima;AOH;Allen County
Lime Village;LVD;Lime Village
Limestone;LIZ;Loring AFB
Limon;LIC;Municipal
Lincoln;LNK;Municipal
Lincoln Rock;LRK;Coast Guard
Linden;LDJ;Linden
Little Naukati;WLN;Little Naukati
Little Port Walter;LPW;Little Port Walter
Little Rock;LIT;Regional Airport
Livengood;LIV;Livengood
Livermore;LVK;Livermore
Livingston;LVM;Mission Field
Lock Haven;LHV;W T Piper Memorial
Lockport;LOT;Lewis Lockport
Logan;LGU;Cache
Lompoc;LPC;Lompoc Airport
Lompoc;VBG;Vandenberg AFB
London;LOZ;Corbin-London
Lone Rock;LNR;Tri County
Lonely;LNI;Dew Station
Long Beach;JLB;Heliport
Long Beach;LGB;Long Beach Municipal
Long Island;LIJ;Long Island
Longview;LOG;Longview
Lopez Island;LPS;Lopez Island
Lordsburg;LSB;Lordsburg
Loring;WLR;Loring
Los Alamos;LAM;Los Alamos
Los Angeles;CCD;Century City
Los Angeles;JCX;Citicorp Plaza H/P
Los Angeles;JID;City Of Industry H/P
Los Angeles;JBP;Commerce Bus. Plaza
Los Angeles;LAX;Los Angeles International
Los Angeles;JSN;Sherman Oaks H/P
Los Angeles;JLX;Union Station H/P
Los Angeles;JUC;Universal City H/P
Los Angeles;VNY;Van Nuys
Los Angeles;JWC;Warner Cntr Bus. Plaza
Los Angeles;WHP;Whiteman
Los Banos;LSN;Los Banos
Lost Harbor;LHB;Lost Harbor Sea Port
Lost River;LSR;Lost River
Louisa;LOW;Louisa
Louisburg;LFN;Franklin
Louisville;LOU;Bowman Field
Louisville;LJC;Intercontinental
Louisville;SDF;Standiford Field
Louisville;LMS;Winston County
Lovelock;LOL;Derby Field
Lubbock;LBB;International
Lubbock;REE;Reese AFB
Ludington;LDM;Mason County
Lumberton;LBT;Lumberton
Lusk;LSK;Lusk
Lynchburg;LYH;Preston-Glenn Field
Lyndonville;LLX;Lyndonville
Lyons;LYO;Rice County Municipal
Mackinac Island;MCD;Mackinac Island
Macomb;MQB;Municipal
Macon;MCN;Lewis B Wilson
Macon;WRB;Robins AFB
Macon;MAC;Smart
Madera;MAE;Madera
Madison;MPE;Griswold
Madison;MDN;Jefferson Proving Grd
Madison;XMD;Madison
Madison;MSN;Dane County Regional
Madras;MDJ;City-county
Magnolia;AGO;Municipal
Malad City;MLD;Malad City
Malden;MAW;Malden
Malta;MLK;Malta
Mammoth Lakes;MMH;Mammoth Lakes
Manassas;MNZ;Manassas
Manchester;MHT;Municipal
Manhattan;MHK;Municipal
Manila;MXA;Municipal
Manistee;MBL;Blacker
Manistique;ISQ;Schoolcraft County
Manitowoc;MTW;Municipal
Mankato;MKT;Municipal
Mankato;JMN;Municipal Heliport
Manley Hot Springs;MLY;Manley Hot Springs
Manokotak;KMO;Manokotak SPB
Mansfield;MFD;Lahm Municipal
Manteo;MEO;Dare County Regional
Manti;NTJ;Manti-Ephraim
Manville;JVI;Kupper
Marana;MZJ;Marana
Marathon;MTH;Marathon Flight Strip
Marble Canyon;MYH;Marble Canyon
Marco Island;MRK;Marco Island
Marfa;MRF;Municipal
Marguerite Bay;RTE;Marguerite Bay
Marietta;NCQ;Atlanta NAS
Marietta;MGE;Dobbins AFB
Marion;MWA;Williamson County
Marion;MZZ;Marion
Marion;MNN;Municipal
Marks;MMS;Selfs
Marlborough;MXG;Marlborough
Marquette;MQT;Sawyer International
Marshall;MLL;Marshall
Marshall;MML;Municipal-Ryan Field
Marshall;MHL;Memorial Municipal
Marshall;ASL;Harrison County
Marshalltown;MIW;Municipal
Marshfield;MFI;Municipal
Martinsburg;AOO;Martinsburg
Martinsburg;MRB;Eastern Wv Regional Airport/Shepherd Field
Marysville;BAB;Beale AFB
Marysville;MYV;Yuba County
Mason City;MCW;Mason City
Massena;MSS;Richards Field
Matagorda Island;MGI;Matagorda AFB
Mattoon;MTO;Coles County Memorial
Maxton;MXE;Maxton
May Creek;MYK;May Creek
Mayport;NRB;Ns
Mc Alester;MLC;Mc Alester
Mc Rae;MQW;Telfair-Wheeler
Mccall;MYL;Mccall
Mccarthy;MXY;Mccarthy
Mccomb;MCB;Pike County
Mccook;MCK;Mccook
Mcgrath;MCG;Mcgrath
Mcminnville;RNC;Warren County
Mcpherson;MPR;Mcpherson
Meadville;MEJ;Meadville
Medford;MFR;Jackson County
Medford;MDF;Medford
Medfra;MDR;Medfra
Mekoryuk;MYU;Ellis Field
Melbourne;MLB;Melbourne Intl
Melfa;MFV;Accomack County
Memphis;MEM;International
Memphis;NQA;NAS
Menominee;MNM;Menominee
Merced;MER;Castle AFB
Merced;MCE;Merced Municipal Arpt
Mercury;DRA;Desert Rock
Meridian;MEI;Key Field
Merrill;RRL;Municipal
Mesa;MSC;Falcon Field
Mesquite;MFH;Mesquite
Metlakatla;MTM;SPB
Meyers Chuck;WMK;SPB
Miami;TNT;Dade Collier
Miami;JDM;Downtown Heliport
Miami;MIA;Miami International Airport
Miami;OPF;Opa Locka
Miami;MPB;SPB
Miami;TMB;Tamiami
Miami;MIO;Miami
Michigan City;MGC;Michigan City Arpt
Middleton Island;MDO;Intermediate
Middletown, Ohio;MWO;Hook Field
Midland;MDD;Airpark
Midland;MAF;Odessa Regional
Miles City;MLS;Municipal
Milford;MLF;Milford
Milledgeville;MLJ;Baldwin County
Millinocket;MLT;Millinocket
Millville;MIV;Millville
Milton;NSE;Whiting Field NAS
Milwaukee;ZML;Milwaukee
Milwaukee;MKE;General Mitchell
Milwaukee;MWC;Lawrence J Timmerman
Minchumina;MHM;Intermediate
Minden;MEV;Douglas County
Mineral Wells;CWO;Ft Wolter AAF
Mineral Wells;MWL;Mineral Wells Arpt
Minneapolis;MIC;Crystal
Minneapolis;JDT;Downtown Heliport
Minneapolis;FCM;Flying Cloud
Minneapolis;MSP;St Paul Intl
Minocqua;ARV;Noble F. Lee
Minot;MOT;International
Minot;MIB;Minot AFB
Minto;MNT;Minto
Mission;MFE;Mission
Missoula;MSO;Johnson-Bell Field
Mitchell;MHE;Municipal
Moab;CNY;Canyonlands Field
Moberly;MBY;Moberly
Mobile;BFM;Mob Aerospace
Mobile;MOB;Mobile Regional Arpt
Mobridge;MBG;Mobridge
Modesto;MOD;Municipal
Mojave;MHV;Kern County
Moline;MLI;Quad-City
Monahans;MIF;Roy Hurd Memorial
Monroe;MLU;Municipal
Monroe;MVC;Monroe - Walton County
Montague;SIY;Siskiyou County
Montauk;MTP;Sky Portal
Chicago;OAR;Ohara International
Monterey;MRY;Monterey Peninsula
Montgomery;MGM;Dannelly Fld
Montgomery;GUN;Gunter AFB
Montgomery;MXF;Maxwell AFB
Montgomery;MGJ;Orange County
Monticello;MXO;Municipal
Monticello;MSV;Sullivan County Intl
Monticello;MXC;San Juan County
Montpelier;MPV;Edward F Knapp State
Montrose;MTJ;Montrose County
Montvale;QMV;Montvale
Monument Valley Gldngs;GMV;Monument Valley
Morganton;MRN;Lenoir
Morgantown;MGW;Morgantown
Morrilton;MPJ;Petit Jean Park
Morris;MOX;Municipal
Morristown;MMU;Municipal
Morristown;MOR;Moore-Murrell
Moser Bay;KMY;Moser Bay
Moses Lake;MWH;Grant County
Moses Lake;LRN;Larson AFB
Moses Point;MOS;Intermediate
Moultrie;MUL;Spence
Moultrie;MGR;Thomasville
Mount Holly;LLY;Burlington County
Mount Pleasant;MOP;Municipal
Mount Pleasant;MPS;Mount Pleasant
Mount Shasta;MHS;Rep
Mount Union;MUU;Mount Union
Mount Vernon;MVW;Skagit Regional
Mount Wilson;MWS;Mount Wilson
Mountain Home;WMH;Mountain Home
Mountain Home;MUO;AFB
Mountain View;NUQ;Moffett Field
Mountain Village;MOU;Mountain Village
Mt Clemens;NFB;Detroit NAF
Mt Clemens;MTC;Selfridge ANGB
Mt Mckinley;MCL;Mt Mckinley
Mt Pleasant;MPZ;Municipal
Mt Pleasant;MSD;Mt Pleasant
Mt Pocono;MPO;Mt Pocono
Mt Vernon;MVN;Mt Vernon-Outland
Mullen;MHN;Mullen
Muncie;MIE;Delaware County
Murray;CEY;Calloway County
Muscatine;MUT;Muscatine
Muskegon;MKG;Muskegon
Muskogee;MKO;Davis Field
Muskogee;HAX;Hatbox Field
Myrtle Beach;CRE;Grand Strand Airport
Myrtle Beach;MYR;Myrtle Beach AFB
Nacogdoches;OCH;Nacogdoches
Nacogdoches;LFK;Lufkin Angelina County
Naknek;NNK;Naknek
Nakolik River;NOL;Nakolik River
Nantucket;ACK;Nantucket Memorial
Nanwalek;KEB;Nanwalek
Napa;APC;Napa County
Napakiak;WNA;Napakiak SPB
Napaskiak;PKA;SPB
Naples;APF;Naples
Nashua;ASH;Boire Field
Nashville;BNA;Metropolitan
Natchez;HEZ;Hardy-Anders
Naukiti;NKI;Naukiti
Needles;EED;Needles
Nelson Lagoon;NLG;Nelson Lagoon
Nenana;ENN;Municipal
Neosho;EOS;Neosho
Nephi;NPH;Nephi
Nevada;NVD;Nevada
New Bedford;EWB;New Bedford
New Bern;EWN;Simmons Nott
New Chenega;NCN;New Chenega
New Haven;HVN;New Haven
New Haven;ZVE;New Haven Rail
New Iberia;ARA;Acadiana Regional
New Iberia;LFT;Lafayette Regional
New Koliganek;KGK;New Koliganek
New London;GON;New London
New Orleans;NEW;Lakefront
New Orleans;NBG;NAS/Alvin Callendar
New Philadelphia;PHD;Harry Clever
New Richmond;RNH;Municipal
New Stuyahok;KNW;New Stuyahok
New Ulm;ULM;New Ulm
New York;NBP;Battery Pk City/N. Cov
New York;JRB;Downtown Manhattan H/P
New York;TSS;East 34th St Heliport
New York;NES;East 34th St Landing
New York;JRE;East 60th Street H/P
New York;FLU;Flushing
New York;JFK;John F Kennedy Intl
New York;LGA;La Guardia
New York;QNY;Marine Air Terminal
New York;ZYP;New York Penn STN
New York;NWS;Pier 11/Wall St. SPB
New York;JRA;West 30th St Heliport
New York;WTC;World Trade Center
Newark;ZME;Metropark Rail
Newark;ZRP;Newark NJ Rail
Newburgh;SWF;Stewart
Newcastle;ECS;Mondell
Newport;NWH;Parlin Field
Newport;ONP;Newport
Newport;NPT;State
Newport;EFK;Newport
Newport Beach;JNP;Heliport
Newtok;WWT;Newtok
Newton;TNU;Municipal
Newton;EWK;City-County
Niagara Falls;IAG;International
Niblack;NIE;Niblack
Nichen Cove;NKV;Nichen Cove
Nightmute;NME;Nightmute
Nikolai;NIB;Nikolai
Nikolski;IKO;Nikolski AFS
Niles;NLE;Jerry Tyler Memorial
Ninilchik;NIN;Ninilchik
Noatak;WTK;Noatak
Nogales;OLS;International
Nome;OME;Nome
Nondalton;NNL;Nondalton
Noorvik;ORV;Curtis Memorial
Norfolk;OFK;Stefan Field
Norfolk;ORF;International
Norfolk;NGU;Nas Chambers
Norman;OUN;Max Westheimer
Norridgewock;OWK;Central Maine
North Bend;OTH;North Bend
North Platte;LBF;Lee Bird Field
Northbrook;OBK;Sky Harbor
Northeast Cape;OHC;AFS
Northway;ORT;Northway
Norwalk;ORQ;Heliport
Norwich;OIC;Eaton
Norwood;OWD;Memorial
Novato;NOT;Novato
Nuiqsut;NUI;Nuiqsut
Nulato;NUL;Nulato
Nunapitchuk;NUP;Nunapitchuk
Nyac;ZNC;Nyac
Oahu;HDH;Dillingham Airfield
Oak Harbor;ODW;Oak Harbor
Oakland;JCE;Convention Center H/P
Oakland;OAK;Metropolitan Oak Intl
Oakland;OBT;Oakland/Coliseum Stat
Oaktown;OTN;Green
Ocala;OCF;Taylor Field
Ocean City;OCE;Municipal
Ocean Reef;OCA;Ocean Reef
Oceana;NTU;NAS
Oceanic;OCI;Oceanic
Oceanside;OCN;Municipal
Ogallala;OGA;Searle Field
Ogden;HIF;Hill AFB
Ogden;OGD;Municipal
Ogdensburg;OGS;Ogdensburg
Oil City;OIL;Splane Memorial
Okeechobee;OBE;County
Oklahoma City;DWN;Downtown Airpark
Oklahoma City;TIK;Tinker AFB
Oklahoma City;PWA;Wiley Post
Oklahoma City;OKC;Will Rogers World
Okmulgee;OKM;Okmulgee
Old Harbor;OLH;Old Harbor SPB
Old Town;OLD;Old Town
Olean;OLE;Municipal
Olga Bay;KOY;Olga Bay SPB
Olive Branch;OLV;Olive Branch Arpt
Olney;OLY;Olney-Noble
Olney;ONY;Olney
Olympia;OLM;Olympia
Omaha;OMA;Eppley Airfield
Omak;OMK;Municipal
Oneill;ONL;Municipal
Oneonta;ONH;Municipal
Onion Bay;ONN;Onion Bay
Ontario;ONT;International
Ontario;JIO;Intl Heliport
Ontario;ONO;Ontario
Opelousas;OPL;St Landry Parish
Orange;JOR;The City Heliport
Orangeburg;OGB;Municipal
Orlando;ORL;Orlando Executive
Orlando;MCO;International
Orlando;SFB;Orlando Sanford Intl
Orlando;DWS;Walt Disney World
Oroville;OVE;Oroville
Osage Beach;OSB;Osage Beach
Osceola;OEO;Municipal
Oscoda;OSC;Wurtsmith AFB
Oshkosh;OKS;Oshkosh
Oshkosh;OSH;Wittman Field
Oskaloosa;OOA;Municipal
Otto;OTO;Vor
Ottumwa;OTM;Industrial
Ouzinkie;KOZ;Ouzinkie SPB
Owatonna;OWA;Owatonna
Owensboro;OWB;Daviess County
Oxford;OXC;Waterbury-Oxford
Oxford;UOX;University-Oxford
Oxford;OXD;Miami University
Ozark;OZR;Cairns AAF
Ozark;HEY;Hanchey Army Heliport
Ozark;LOR;Lowe Army Heliport
Ozona;OZA;Ozona Municipal
Pacific City;PFC;State
Pack Creek;PBK;Pack Creek
Paducah;PAH;Barkley Regional
Paf Warren;PFA;Paf Warren
