City name;Airport Code;Airport Name
Page;PGA;Page
Pagosa Springs;PGO;Stevens Field
Pahokee;PHK;Palm Beach Co Glades
Paimiut;PMU;SPB
Painesville;PVZ;Casement
Painter Creek;PCE;Painter Creek
Palacios;PSX;Palacios
Palestine;PSN;Palestine
Palm Springs;UDD;Bermuda Dunes
Palm Springs;PSP;Municipal
Palmdale;PMD;Air Force 42
Palmer;PAQ;Municipal
Palmer;PMX;Metropolitan
Palo Alto;PAO;Palo Alto
Pampa;PPA;Perry Lefors Field
Panama City;PFN;Bay County
Panama City;PAM;Tyndall AFB
Panguitch;PNU;Panguitch
Paonia;WPO;North Fork Valley
Paragould;PGR;Municipal
Paris;PHT;Henry County
Paris;PRX;Cox Field
Park Falls;PKF;Park Falls
Park Rapids;PKD;Park Rapids
Parkersburg;PKB;Wood County
Parks;KPK;Parks SPB
Parsons;PPF;Tri-City
Pasadena;JPD;Heliport
Pascagoula;PGL;Jackson County
Pasco;PSC;Tri-Cities
Paso Robles;PRB;Paso Robles
Patterson;PTN;Williams Memorial
Patuxent River;NHK;NAS
Pauloff Harbor;KPH;Pauloff Harbor SPB
Payson;PJB;Payson
Peach Springs;PGS;Peach Springs
Pecos City;PEQ;Pecos City
Pedro Bay;PDB;Pedro Bay
Pelican;PEC;Pelican SPB
Pell City;PLR;St Clair County
Pellston;PLN;Emmet County
Pembina;PMB;Intermediate
Pendleton;PDT;Pendleton
Pensacola;NDP;Ellyson NAS
Pensacola;NPA;Pensacola NAS
Pensacola;PNS;Regional
Pensacola;NUN;Saufley NAS
Peoria;PIA;Greater Peoria
Perry;FPY;Perry-Foley
Perry;PRO;Municipal
Perry Island;PYL;Perry SPB
Perryville;KPV;Perryville SPB
Peru;VYS;Illinois Valley Regnl
Peru;GUS;Grissom AFB
Petersburg;PSG;Municipal
Petersburg;FLE;Fort Lee AAF
Petersburg;PTB;Municipal
Petersburg;PGC;Grant County
Philadelphia;PHL;Philadelphia International
Philadelphia;MUV;Mustin Alf
Philadelphia;ZHC;N Philadelphia Rail St
Philadelphia;PNE;North Philadelphia
Philadelphia;ZFV;Philadelphia Rail
Philadelphia;PSQ;SPB
Philadelphia;ZTN;Trenton Rail STN
Philadelphia;TTN;Trenton-Mercer
Philip;PHP;Philip
Phoenix;LUF;Luke Afb
Phoenix;DVT;Phoenix-Deer Valley
Phoenix;SCF;Scottsdale Municipal
Phoenix;PHX;Sky Harbor Intl
Picayune;PCU;Pearl River County
Pickens;LQK;Pickens
Pierre;PIR;Pierre
Pilot Point;PIP;Pilot Point Arpt
Pilot Point;UGB;Ugashik Bay
Pilot Station;PQS;Pilot Station
Pine Bluff;PBF;Grider Field
Pine Mountain;PIM;Garden Harris County
Pine Ridge;XPR;Pine Ridge
Pittsburg;PTS;Municipal
Pittsburgh;AGC;Allegheny County
Pittsburgh;CVA;Civic Ar Heli
Pittsfield;PSF;Pittsfield
Placerville;PVF;Placerville
Plainview;PVW;Hale County
Platinum;PTU;Platinum
Plattsburgh;PBG;AFB
Plattsburgh;PLB;Clinton County
Pleasant Harbour;PTR;Pleasant Harbour
Pleasanton;JBS;Hacienda Bus.Park H/P
Plentywood;PWD;Sherwood
Plymouth;PLY;Plymouth
Plymouth;PYM;Plymouth
Pocahontas;POH;Municipal
Pocatello;PIH;Pocatello
Pohakuloa;BSF;Bradshaw AAF
Point Baker;KPB;Point Baker SPB
Point Hope;PHO;Point Hope
Point Lay;PIZ;Dew Station
Point Retreat;PRT;Coast Guard Heliport
Polacca;PXL;Polacca
Polk Inlet;POQ;Polk Inlet
Pompano Beach;PPM;Pompano Beach
Ponca City;PNC;Ponca City
Pontiac;PTK;Pontiac
Pope Vanoy;PVY;Pope Vanoy
Poplar Bluff;POF;Earl Fields Memorial
Porcupine Creek;PCK;Porcupine Creek
Port Alexander;PTD;Port Alexander
Port Alice;PTC;Port Alice
Port Alsworth;PTA;Port Alsworth
Port Angeles;CLM;Fairchild Intl
Port Armstrong;PTL;Port Armstrong
Port Bailey;KPY;Port Bailey SPB
Port Clarence;KPC;Port Clarence
Port Frederick;PFD;Port Frederick
Port Graham;PGM;Port Graham
Port Heiden;PTH;Port Heiden
Port Hueneme;NTD;Point Mugu NAS
Port Huron;PHN;St Clair County Intl
Port Johnson;PRF;Port Johnson
Port Lions;ORI;Port Lions SPB
Port Moller;PML;AFS
Port Oceanic;PRL;Port Oceanic
Port Protection;PPV;Port Protection
Port San Juan;PJS;Port San Juan
Port Townsend;TWD;Port Townsend
Port Walter;PWR;Port Walter
Port Williams;KPR;Port Williams SPB
Portage Creek;PCA;Portage Creek
Porterville;PTV;Porterville
Portland;PWM;Intl Jetport
Portland;PDX;Portland International
Portsmouth;PMH;Regional
Poteau;RKR;Robert S Kerr
Pottstown;PTW;Pottstown/Limerick
Poughkeepsie;POU;Dutchess County
Poulsbo;PUL;Poulsbo
Powell;POY;Powell
Prairie Du Chien;PCD;Municipal
Pratt;PTT;Pratt
Prentice;PRW;Prentice
Prescott;PRC;Prescott
Presque Isle;PQI;Municipal
Price;PUC;Carbon County
Princeton;PNN;Princeton
Princeton;PCT;Princeton
Princeton;ZTJ;Princeton JT Rail
Princeton;BLF;Princeton
Prineville;PRZ;Prineville
Prospect Creek;PPC;Prospect Creek
Providence;ZRV;Providence Rail
Providence;PVD;T. F. Green Airport
Provincetown;PVC;Provincetown
Provo;PVU;Provo
Prudhoe Bay;PUO;Prudhoe Bay
Prudhoe Bay/Deadhorse;SCC;Prudhoe Bay/Deadhorse
Pueblo;PUB;Memorial
Pullman;PUW;Pullman-Moscow Regional Airport
Punta Gorda;PGD;Charlotte County
Quakertown;UKT;Upper Bucks
Quantico;NYG;Quantanico Nas
Queen;UQE;Queen
Quillayute;UIL;Quillayute State
Quincy;UIN;Municipal
Quincy;MQI;Quincy
Quinhagak;KWN;Kwinhagak
Quonset Point;NCO;NAS
Racine;RAC;Horlick
Rail (Generic);XZU;Off line Point
Raleigh/Durham;RDU;Raleigh-Durham International Airport
Rampart;RMP;Rampart
Rancho;RBK;French Valley
Rangely;RNG;Rangely
Ranger;RGR;Ranger Municipal
Rapid City;RCA;Ellsworth AFB
Rapid City;RAP;Regional
Raspberry Strait;RSP;Raspberry Strait
Raton;RTN;Crews Field
Rawlins;RWL;Rawlins
Reading;RDG;Municipal/Spaatz Fld
Red Bluff;RBL;Red Bluff Fss
Red Devil;RDV;Red Devil
Red Dog;RDB;Red Dog
Red River;RDR;Grand Forks AFB
Redding;RDD;Redding
Redmond;RDM;Roberts Field
Redwood Falls;RWF;Redwood Falls Muni
Reed City;RCT;Miller Field
Reedsville;RED;Mifflin County
Refugio;RFG;Rooke Field
Rehoboth Beach;REH;Rehoboth Beach
Rensselaer;RNZ;Rensselaer
Renton;RNT;Renton
Rhinelander;RHI;Oneida County
Rice Lake;RIE;Rice Lake
Richfield;RIF;Reynolds
Richland;RLD;Richland
Richmond;RID;Richmond
Richmond;RIC;Intl (Byrd Field)
Richmond;ZRD;Richmond VA Rail
Rifle;RIL;Garfield County
Riverside;JRD;Heliport
Riverside;RIV;March AFB
Riverside;RIR;Riverside Fla-Bob
Riverside;RAL;Riverside Municipal
Riverton;RIW;Riverton
Roanoke;ROA;Municipal
Roanoke Rapids;RZZ;Halifax County
Roche Harbor;RCE;Roche Harbor
Rochester;RCR;Fulton County
Rochester;RST;Municipal
Rochester;JRC;Municipal Heliport
Rochester;ROC;Monroe County
Rochester;ZTE;Rochester NY Rail
Rock Hill;RKH;Rock Hill
Rock Springs;RKS;Sweetwater County
Rockdale;RCK;Coffield
Rockford;RMC;Machesney
Rockford;ZRF;Park & Ride Bus Svc
Rockford;ZRK;VanGalder Bus Termina
Rockland;RKD;Knox County Regional
Rockport;RKP;Aransas County
Rockwood;RKW;Municipal
Rocky Mount;RWI;Rocky Mount-Wilson
Rogers;ROG;Rogers
Rolla;RLA;National
Roma;FAL;Falcon State
Rome;RMG;Richard B Russell
Rome;RME;Griffiss AFB
Rome;REO;State
Roosevelt;ROL;Roosevelt
Rosario;RSJ;Rosario SPB
Roseau;ROX;Municipal
Roseburg;RBG;Municipal
Roswell;ROW;Industrial
Rotunda;RTD;Rotunda
Roundup;RPX;Roundup
Rouses Point;RSX;Rouses Point
Rowan Bay;RWB;Rowan Bay
Ruby;RBY;Ruby
Ruidoso;RUI;Municipal
Rupert;BYI;Rupert
Russell;RSL;Russell
Russian Mission;RSH;Russian SPB
Ruston;RSN;Ruston
Rutland;RUT;Rutland
Sacramento;SAC;Executive
Sacramento;MHR;Mather AFB
Sacramento;MCC;Mcclellan AFB
Sacramento;SMF;Sacramento International
Sacramento;SCK;Stockton
Safford;SAD;Safford
Saginaw;MBS;Tri City
Saginaw Bay;SGW;Saginaw Bay
Sagwon;SAG;Sagwon
Saint Cloud;STC;Municipal
Saint Cloud;JSK;Municipal Heliport
Saint George;SGU;Municipal
Saint Marys;KSM;Saint Marys
Saint Paul Island;SNP;Saint Paul Island
Salem;SLO;Leckrone
Salem;SLE;Mcnary Field
Salida;SLT;Salida
Salina;SLN;Salina
Salina;SBO;Salina
Salinas;SNS;Salinas
Salisbury;SRW;Rowan County
Salisbury-Ocean City;SBY;Wicomico Regional
Salmon;SMN;Salmon
Salt Lake City;SLC;International
Salton City;SAS;Salton City
San Angelo;GOF;Goodfellow AFB
San Angelo;SJT;Mathis Fld
San Antonio;SAT;San Antonio International
San Antonio;SKF;Kelly AFB
San Antonio;MDA;Martindale AAF
San Antonio;RND;Randolph AFB
San Antonio;SSF;Stinson Municipal
San Bernardino;SBD;Norton Afb
San Bernardino;SBT;Tri-City
San Carlos;SQL;San Carlos
San Diego;SDM;Brown Field Municipal
San Diego;CLD;Carlsbad
San Diego;SEE;Gillespie Field
San Diego;SAN;Lindberg Fld S. Diego
San Diego;NKX;Miramar MCAS
San Diego;MYF;Montgomery Field
San Diego;NZY;North Island Nas
San Francisco;JCC;China Basin Heliport
San Francisco;EMB;Embarkadero
San Francisco;SFO;San Francisco International
San Jose;SJC;Mineta San Jose International Airport
San Jose;RHV;Reid-Hillview
San Juan;WSJ;San Juan SPB
San Luis Obispo;SBP;County Airport
San Miguel;SYL;Roberts AAF
San Pedro;SPQ;Catalina SPB
San Rafael;SRF;Hamilton Field
San Rafael;JSG;San Rafael H/P
Sand Point;SDP;Municipal
Sandusky;SKY;Griffing Sandusky
Sandy River;KSR;Federal No 1
Sanford;SFM;Sanford
Santa Ana;JOC;Centerport Heliport
Santa Ana;DNT;Downtown Heliport
Santa Ana;SNA;John Wayne
Santa Barbara;SBA;Municipal
Santa Barbara;SZN;Santa Cruz Island
Santa Cruz;SRU;Skypark
Santa Fe;SAF;Santa Fe
Santa Fe;ZSH;Bus Station
Santa Maria;SMX;Public
Santa Monica;SMO;Santa Monica
Santa Paula;SZP;Santa Paula
Santa Rosa;STS;Sonoma County
Santa Ynez;SQA;Santa Ynez
Saranac Lake;SLK;Adirondack
Sarasota;SRQ;Sarasota-Bradenton International Airport
Saratoga;SAA;Shively Field
Sarichef;WSF;Sarichef
Sault Ste Marie;CIU;Chippewa County
Sault Ste Marie;INR;Kincheloe AFB
Sausalito;JMC;Marin County
Savannah;SVN;Hunter AAF
Savannah;SAV;Savannah/Hilton Head
Savoonga;SVA;Savoonga
Scammon Bay;SCM;SPB
Schaumburg;JMH;Marriott Heliport
Schenectady;SCH;County
Schenectady;ZTD;Schenectady Rail
Scottsbluff;BFF;Scotts Bluff County
Scranton;SCR;Municipal
Scribner;SCB;State
Seal Bay;SYB;Seal Bay
Searcy;SRC;Searcy
Seattle;BFI;Boeing Fld Intl
Seattle;LKE;Lake Union SPB
Seattle;SEA;Seattle/tacoma International
Sebring;SEF;Air Terminal
Sedalia;DMO;Sedalia
Sedona;SDX;Sedona
Selawik;WLK;Selawik
Seldovia;SOV;Seldovia
Selinsgrove;SEG;Penn Valley
Selma;SEM;Craig AFB
Selma;SES;Selfield
Sequim;SQV;Sequim Valley Arpt
Sewanee;UOS;Franklin County
Seward;SWD;Seward
Seymour;SER;Freeman Municipal
Shafter;MIT;Kern County
Shageluk;SHX;Shageluk
Shaktoolik;SKK;Shaktoolik
Shangri-la;NRI;Shangri-la
Shawnee;SNL;Municipal
Sheboygan;SBM;Memorial
Sheep Mountain;SMU;Sheep Mountain
Sheffield;MSL;Sheffield
Shelby;SBX;Shelby
Shelbyville;SYI;Bomar Field
Sheldon Point;SXP;Sheldon SPB
Shelton;SHN;Sanderson Field
Shemya;SYA;Shemya AFB
Sheridan;SHR;Sheridan
Sherman-Denison;PNX;Grayson County
Shirley;WSH;Brookhaven
Shishmaref;SHH;Shishmaref
Shoal Cove;HCB;Shoal Cove
Los Angless;SOW;Show Low
Shreveport;BAD;Barksdale AFB
Shreveport;DTN;Downtown
Shreveport;SHV;Regional
Shungnak;SHG;Shungnak
Sidney;SDY;Richland Municipal
Sidney;SNY;Sidney
Sidney;SXY;Sidney
Sierra Vista;FHU;Municipal
Sikeston;SIK;Memorial
Siloam Springs;SLG;Smith Field
Silver City;SVC;Grant County
Sioux City;SUX;Sioux Gateway
Sioux Falls;FSD;Regional(Jo Foss Fld)
Sitka;SIT;Sitka
Sitkinak Island;SKJ;Sitkinak Cgs
Skagway;SGY;Municipal
Skwentna;SKW;Intermediate
Sleetmute;SLQ;Sleetmute
Smith Cove;SCJ;Smith Cove
Smithfield;SFZ;North Central
Smyrna;MQY;Smyrna
Snyder;SNK;Winston Field
Socorro;ONM;Socorro
Soldotna;SXQ;Soldotna
Solomon;SOL;Solomon
Somerset;SME;Pulaski County
South Bend;SBN;South Bend Regional
South Lake Tahoe;TVL;South Lake Tahoe
South Naknek;WSN;South Naknek
South Weymouth;NZW;South Weymouth
Southern Pines;SOP;Pinehurst-S. Pines
Sparrevohn;SVW;Sparrevohn AFS
Sparta;SAR;Sparta Community
Sparta;CMY;Camp Mccoy AAF
Spartanburg;SPA;Downtown Memorial
Spearfish;SPF;Black Hills
Spencer;SPW;Municipal
Spirit Lake;RTL;Spirit Lake
Spokane;SKA;Fairchild AFB
Spokane;SFF;Felts Field
Spokane;GEG;International
Springdale;SPZ;Springdale Muni
Springfield;SPI;Capital
Springfield;ZSF;Springfield MA RR
Springfield;CEF;Westover Metro Arpt
Springfield;SGF;Springfield-Branson Rg
Springfield;SGH;Springfield
Springfield;VSF;State
St Augustine;UST;St Augustine
St George Island;STG;St George Island
St Johns;SJN;Municipal
St Joseph;STJ;Rosecrans Memorial
St Louis;CPS;Bi-State Parks
St Louis;STL;Lambert-St Louis Intl
St Louis;SUS;Spirit Of St Louis
St Marys;XSM;St Marys
St Marys;STQ;St Marys
St Michael;SMK;St Michael
St Paul;STP;Downtown
St Petersburg;PIE;International
St Petersburg;SPG;Whitted
Stanton;SYN;Carleton
State College;SCE;University Park
Statesboro;TBR;Municipal
Statesville;SVH;Municipal
Staunton;SHD;Shenandoah Valley
Steamboat Bay;WSB;SPB
Steamboat Springs;SBS;Steamboat Springs
Stebbins;WBB;Stebbins
Stephenville;SEP;Clark Field
Sterling;STK;Crosson Field
Sterling Rockfalls;SQI;Whiteside County
Stevens Point;STE;Stevens Point
Stevens Village;SVS;Stevens Village
Stillwater;SWO;Searcy Fld
Stony River;SRV;Stony River
Storm Lake;SLB;Municipal
Stow;MMN;Minute Man Airfield
Stowe;MVL;Morrisville-Stowe
Stratford;JSD;Sikorsky Heliport
Stroud;SUD;Stroud
Stuart;SUA;Witham Field
Stuart Island;SSW;Stuart Island
Sturgeon Bay;SUE;Door County
Sturgis;IRS;Kirsch Municipal
Stuttgart;SGT;Stuttgart
Sugar Land;SGR;Sugar Land Municipal
Sullivan;SIV;County
Sulphur Springs;SLR;Sulphur Springs
Summit;UMM;Summit
Sumter;SUM;Municipal
Sumter;SSC;Shaw AFB
Sun River;SUO;Sun River
Sun Valley;SUN;Sun Valley
Sundance;SUC;Schloredt
Superior;SUW;Richard I Bong Arpt
Susanville;SVE;Susanville
Sweetwater;SWW;Sweetwater
Sylvester;SYV;Sylvester
Syracuse;SYR;Syracuse Hancock International Airport
Syracuse;ZYQ;Syracuse NY Rail
Tacoma;GRF;Gray AAF
Tacoma;TIW;Industrial
Tacoma;TCM;Mc Chord AFB
Tahneta Pass Lodge;HNE;Tahneta Pass
Takotna;TCT;Takotna
Taku Lodge;TKL;Taku SPB
Talkeetna;TKA;Talkeetna
Talladega;ASN;Talladega
Tallahassee;TLH;Tallahassee Regional Airport
Tampa;TPA;Tampa International
Tampa;MCF;Mac Dill AFB
Tampa;KYO;Topp Of Tampa
Tanacross;TSG;Intermediate
Tanalian Point;TPO;Tanalian Point
Tanana;TAL;Ralph Calhoun
Taos;TSM;Taos
Tatalina;TLJ;Tatalina AFS
Tatitlek;TEK;Tatitlek
Taylor;TWE;Taylor
Taylor;TYZ;Taylor
Tehachapi;TSP;Kern County
Telida;TLF;Telida
Teller;TLA;Teller
Teller Mission;KTS;Brevig Mission
Telluride;TEX;Telluride
Telluride;ZTL;Bus Station
Temple;TPL;Draughon-Miller
Tenakee Springs;TKE;Tenakee SPB
Terre Haute;HUF;Hulman Field
Terrell;TRL;Terrell Field
Teterboro;TEB;Teterboro
Tetlin;TEH;Tetlin
Texarkana;TXK;Municipal
The Dalles;DLS;The Dalles
Thermal;TRM;Thermal
Thermopolis;THP;Hot Springs
Thief River Falls;TVF;Regional
Thomasville;TVI;Municipal
Thompsonfield;THM;Thompsonfield
Thorne Bay;KTB;Thorne Bay
Thousand Oaks;JTO;Heliport
Three Rivers;HAI;Dr Haines
Tifton;TMA;Henry Tift Myers
Tikchik;KTH;SPB
Tin City;TNC;Tin City AFS
Tioga;VEX;Municipal
Titusville;TIX;Space Center Exect.
Toccoa;TOC;Toccoa
Togiak Fish;GFB;Togiak Fish
Togiak Village;TOG;Togiak Village
Tok;TKJ;Tok
Tokeen;TKI;Tokeen
Toksook Bay;OOK;Toksook Bay
Toledo;TDZ;Toledo
Toledo;TOL;Express
Toledo;TDO;Winlock
Toms River;MJX;Robert J. Miller
Tonopah;XSD;Test Range
Tonopah;TPH;Tonopah Arpt
Topeka;FOE;Forbes AFB
Topeka;TOP;Philip Billard
Torrance;TOA;Torrance
Torrington;TOR;Municipal
Traverse City;TVC;Traverse City
Tree Point;TRP;Coast Guard Heliport
Tremonton;TRT;Tremonton
Trenton;TRX;Memorial
Trinidad;TAD;Las Animas
Trona;TRH;Trona
Troutdale;TTD;Troutdale
Troy;TOI;Municipal
Truckee;TKF;Truckee
Truth Or Consequences;TCS;Municipal
Tuba City;TBC;Tuba City
Tucson;AVW;Avra Valley
Tucson;DMA;Davis Monthan AFB
Tucson;TUS;International
Tucumcari;TCC;Tucumcari
Tulare;TLR;Tulare
Tullahoma;TUH;Arnold AFS
Tullahoma;THA;Northern
Tulsa;TUL;International
Tulsa;RVS;R.Lloyd Jones
Tuluksak;TLT;Tuluksak
Tuntutuliak;WTL;Tuntutuliak
Tununak;TNK;Tununak
Tupelo;TUP;Lemons Municipal
Tuscaloosa;TCL;Van De Graaf
Tuskegee;TGE;Sharpe Field
Tuxekan Island;WNC;Nichen Cove SPB
Twentynine Palms;TNP;Twentynine Palms
Twin Falls;TWF;City County
Twin Hills;TWA;Twin Hills
Tyler;TYR;Pounds Field
Tyonek;TYE;Tyonek
Uganik;UGI;Uganik
Ugashik;UGS;Ugashik
Ukiah;UKI;Ukiah
Umiat;UMT;Umiat
Umnak Island;UMB;North Shore
Umnak Island;UNS;Umnak
Unalakleet;UNK;Unalakleet
Union City;UCY;Everett-Stewart
Upland;CCB;Cable
Upland;JUP;Cable Heliport
Upolu Point;UPP;Upolu Point
Utica;UIZ;Berz-Macomb
Utica;UCA;Oneida County
Utica;ZUA;Utica NNY Rail
Utopia Creek;UTO;Indian Mountain AFS
Uvalde;UVA;Garner Fld
Vail/Eagle;ZBV;Beaver Creek Van Svce.
Vail/Eagle;EGE;Eagle County
Vail/Eagle;QBF;Vail Van Service
Valdez;VDZ;Municipal
Valdosta;VAD;Moody AFB
Valdosta;VLD;Regional
Valentine;VTN;Miller Field
Valle;VLE;J t Robidoux
Vallejo;VLO;Stolport
Valparaiso;EGI;Duke Field
Valparaiso;VPS;Ft. Walton Beach
Valparaiso;VPZ;Porter County
Van Horn;VHN;Culberson County
Vandalia;VLA;Vandalia
Venetie;VEE;Venetie
Venice;VNC;Venice
Ventura;OXR;Ventura
Vernal;VEL;Vernal
Vero Beach;VRB;Municipal
Versailles;VRS;Versailles
Vichy;VIH;Rolla National
Vicksburg;VKS;Vicksburg
Victoria;VCT;County-Foster
Victorville;VCV;George AFB
Vidalia;VDI;Municipal
View Cove;VCB;View Cove
Vincennes;OEA;Oneal
Visalia;VIS;Visalia
Waco;CNW;James Connall
Waco;ACT;Municipal
Wahiawa;HHI;Wheeler AFB
Wahpeton;WAH;Wahpeton
Waikoloa;WKL;Waikoloa Airport
Waimanalo;BLW;Bellows Field
Wainwright;AIN;Wainwright
Waldron Island;WDN;Waldron Island
Wales;WAA;Wales
Walla Walla;ALW;Walla Walla
Walnut Ridge;ARG;Walnut Ridge
Walterboro;RBW;Municipal
Waltham;WLM;Waltham
Wapakoneta;AXV;Neil Armstrong
Ware;UWA;Ware
Warrensburg;SZL;Whiteman AFB
Warroad;RRT;Warroad
Baltimore;BWI;Balt/wash International
Washington;BOF;Bolling AFB
Washington;BZS;Buzzards Pt S
Dulles, DC;IAD;Washington Dulles Intl
Washington;ZRZ;New Carrolton RR
Washington;JPN;Pentagon Army
Washington;DCA;Ronald Reagan National
Leesburg;ZWU;Reagan National
Washington;OCW;Warren Field
Washington;WSG;County
Wasilla;WWA;Wasilla
Waterfall;KWF;Waterfall SPB
Waterloo;ALO;Waterloo
Watertown;ART;Watertown
Watertown;ATY;Watertown
Waterville;WVL;Robert Lafleur
Watsonville;WVI;Watsonville
Waukegan;UGN;Memorial
Waukesha;UES;Waukesha
Waukon;UKN;Municipal
Wausau;CWA;Central Wisconsin
Wausau;AUW;Municipal
Waycross;AYS;Ware County
Waynesburg;WAY;Green County
Weatherford;WEA;Parker County
Webster City;EBS;Municipal
Weeping Water;EPG;Browns
Wells;LWL;Harriet Field
Wellsville;ELZ;Municipal
Wenatchee;EAT;Pangborn Field
Wendover;ENV;Wendover
West Bend;ETB;West Bend
West Kavik;VKW;West Kavik
West Kuparuk;XPU;West Kuparuk
West Memphis;AWM;Municipal
West Palm Beach;PBI;International
West Palm Beach;LNA;Palm Beach County Park
West Point;KWP;Village SPB
West Yellowstone;WYS;Yellowstone
Westchester County;ZTF;Stamford Rail STN
Westchester County;HPN;Westchester County Apt
Westerly;WST;Westerly State
Westfield;BAF;Barnes
Westhampton;FOK;Suffolk County
Westsound;WSX;Westsound
Whale Pass;WWP;Whale Pass
Wharton;WHT;Wharton
Wheatland;EAN;Phifer Field
Wheeling;HLG;Ohio County
Whidbey Island;NUW;Ault Field
White Mountain;WMO;White Mountain
White River;WTR;White River
White River;LEB;White River
White Sands;WSD;Condron AAF
White Sulphur Springs;SSU;Greenbrier
Whitefield;HIE;Regional
Whitehouse;NEN;Olf Usn
Whitesburg;BRG;Municipal
Wichita;BEC;Beech
Wichita;CEA;Cessna Aircraft Field
Wichita;IAB;Mcconnell AFB
Wichita;ICT;Mid-Continent
Wichita Falls;KIP;Kickapoo
Wichita Falls;SPS;Sheppard AFB
Wildman Lake;EWD;Wildman Lake
Wildwood;WWS;USAF Heliport
Wildwood;WWD;Cape May County
Wilkes-Barre;AVP;International
Wilkes-Barre;WBW;Wyoming Valle
Wilkesboro;IKB;Wilkes County
Williamsburg;PHF;Newport News/Williamsb
Williamsport;IPT;Lycoming County
Williston;ISN;Sloulin Field Intl
Willmar;ILL;Willmar
Willoughby;LNN;Lost Nation
Willow;WOW;Willow
Willow Grove;NXX;Willow Grove NAS
Willows;WLW;Glenn County
Wilmington;ILG;Greater Wilmington
Wilmington;ZWI;Wilmington Rail
Wilmington;ILM;New Hanover County
Wilmington;ILN;Clinton Field
Winchester;WGO;Municipal
Winder;WDR;Winder
Windsor Locks;BDL;Bradley International
Winfield;WLD;Arkansas City
Wink;INK;Wink
Winnemucca;WMC;Winnemucca
Winona;ONA;Municipal
Winslow;INW;Winslow
Winston Salem;INT;Smith-Reynolds
Winter Haven;GIF;Gilbert Field
Winter Park;QWP;Van Service
Wiscasset;ISS;Wiscasset
Wisconsin Rapids;ISW;Alexander Field
Wise;LNP;Wise
Wiseman;WSM;Wiseman
Woburn;WBN;Cummings Park
Wolf Point;OLF;International
Wood River;WOD;Wood River
Woodchopper;WOO;Woodchopper
Woodward;WWR;West Woodward
Wooster;BJJ;Wayne County
Worcester;ORH;Worcester
Worland;WRL;Worland
Worthington;OTG;Worthington
Wrangell;WRG;Wrangell SPB
Wrench Creek;WRH;Wrench Creek
Yakataga;CYT;Intermediate
Yakima;FCT;Firing Center AAF
Yakima;YKM;Yakima Air Terminal
Yakutat;YAK;Yakutat
Yankton;YKN;Chan Gurney
Yerington;EYR;Yerington
Yes Bay;WYB;SPB
York;THV;York
Yosemite Ntl Park;OYS;Yosemite Ntl Park
Youngstown;YNG;Youngstown
Yreka;RKC;Yreka
Yucca Flat;UCC;Yucca Flat
Yuma;YUM;International
Yuma;LGF;Laguna AAF
Zachar Bay;KZB;Zachar Bay SPB
Zanesville;ZZV;Zanesville
Zephyrhills;ZPH;Zephyrhills
Zwara;WAX;Zwara
Chicago;ORD;Ohare International
Newark;EWR;Newark International Airport
Allentown;ABE;Lehigh Valley International
Buffalo;BUF;Buffalo Niagara International
Hendersonville;0A7;Hendersonville Airport
New Orleans;MSY;Louis Armstrong New Orleans International Airport
Pittsburgh;PIT;Pittsburgh International Airport
