,w_index,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Airport_Code,tavg_cat,prcp_cat,wspd_cat
131,DEN 2022-05-12,2022-05-12,18.2,5.6,22.2,0.0,0.0,323.0,23.0,,1005.0,,DEN,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
132,DFW 2022-04-10,2022-04-10,22.8,16.7,30.0,0.0,0.0,176.0,38.2,,1005.0,,DFW,d) 20-30,a) 0-1,d) Strong Breeze or worse
133,DFW 2022-04-11,2022-04-11,24.8,21.7,31.7,0.0,0.0,185.0,29.2,,1004.9,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
134,DFW 2022-04-12,2022-04-12,24.8,18.9,28.9,6.4,0.0,172.0,29.2,,1004.0,,DFW,d) 20-30,b) 1-10,c) Moderate or Fresh Breeze
135,DFW 2022-04-13,2022-04-13,23.1,13.3,27.8,0.3,0.0,272.0,32.0,,1005.2,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
136,DFW 2022-04-14,2022-04-14,17.1,10.0,25.0,0.0,0.0,108.0,14.8,,1016.5,,DFW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
137,DFW 2022-04-15,2022-04-15,20.1,13.3,28.9,0.0,0.0,163.0,24.5,,1010.5,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
138,DFW 2022-04-16,2022-04-16,24.0,13.9,27.2,0.0,0.0,194.0,21.6,,1010.9,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
139,DFW 2022-04-17,2022-04-17,17.1,13.9,26.1,0.0,0.0,337.0,14.8,,1013.0,,DFW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
140,DFW 2022-04-18,2022-04-18,17.3,10.6,23.9,0.0,0.0,45.0,18.7,,1021.7,,DFW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
141,DFW 2022-04-19,2022-04-19,17.7,12.2,23.9,0.0,0.0,130.0,25.2,,1019.1,,DFW,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
142,DFW 2022-04-20,2022-04-20,23.3,18.3,32.8,0.0,0.0,179.0,37.1,,1008.8,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
143,DFW 2022-04-21,2022-04-21,25.7,22.8,30.0,0.0,0.0,167.0,29.9,,1015.1,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
144,DFW 2022-04-22,2022-04-22,25.1,21.7,30.0,0.0,0.0,161.0,32.0,,1016.5,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
145,DFW 2022-04-23,2022-04-23,24.5,21.1,28.9,0.0,0.0,170.0,36.4,,1009.7,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
146,DFW 2022-04-24,2022-04-24,24.3,15.0,27.8,10.4,0.0,175.0,25.9,,1009.5,,DFW,d) 20-30,c) 10-20,c) Moderate or Fresh Breeze
147,DFW 2022-04-25,2022-04-25,16.9,13.3,20.0,13.7,0.0,13.0,20.9,,1019.4,,DFW,c) 10-20,c) 10-20,c) Moderate or Fresh Breeze
148,DFW 2022-04-26,2022-04-26,16.5,10.0,23.9,0.0,0.0,53.0,11.5,,1025.6,,DFW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
149,DFW 2022-04-27,2022-04-27,18.2,11.1,25.6,0.0,0.0,144.0,16.2,,1020.0,,DFW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
150,DFW 2022-04-28,2022-04-28,21.9,17.2,27.8,0.0,0.0,160.0,24.1,,1012.4,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
151,DFW 2022-04-29,2022-04-29,24.3,21.1,28.3,0.0,0.0,175.0,31.7,,1006.1,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
152,DFW 2022-04-30,2022-04-30,25.3,17.2,29.4,0.0,0.0,302.0,20.2,,1008.6,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
153,DFW 2022-05-01,2022-05-01,22.2,14.4,29.4,0.0,0.0,92.0,14.4,,1013.4,,DFW,d) 20-30,a) 0-1,b) Light or Gentle Breeze
154,DFW 2022-05-02,2022-05-02,24.8,18.3,30.6,17.8,0.0,162.0,28.4,,1007.7,,DFW,d) 20-30,c) 10-20,c) Moderate or Fresh Breeze
155,DFW 2022-05-03,2022-05-03,18.9,12.2,23.9,15.5,0.0,7.0,15.8,,1012.4,,DFW,c) 10-20,c) 10-20,b) Light or Gentle Breeze
156,DFW 2022-05-04,2022-05-04,20.6,15.6,31.1,5.1,0.0,131.0,18.0,,1011.0,,DFW,d) 20-30,b) 1-10,b) Light or Gentle Breeze
157,DFW 2022-05-05,2022-05-05,24.4,16.1,26.7,3.0,0.0,185.0,17.6,,1008.5,,DFW,d) 20-30,b) 1-10,b) Light or Gentle Breeze
158,DFW 2022-05-06,2022-05-06,21.3,13.3,30.0,0.0,0.0,70.0,9.4,,1010.2,,DFW,d) 20-30,a) 0-1,b) Light or Gentle Breeze
159,DFW 2022-05-07,2022-05-07,24.8,20.0,32.2,0.0,0.0,123.0,19.8,,1006.1,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
160,DFW 2022-05-08,2022-05-08,28.4,23.9,34.4,0.0,0.0,168.0,31.3,,1002.0,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
161,DFW 2022-05-09,2022-05-09,29.0,24.4,33.9,0.0,0.0,172.0,33.8,,1005.5,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
162,DFW 2022-05-10,2022-05-10,28.8,25.6,33.3,0.0,0.0,170.0,26.6,,1013.4,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
163,DFW 2022-05-11,2022-05-11,27.8,22.2,32.2,0.0,0.0,170.0,22.3,,1016.5,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
164,DFW 2022-05-12,2022-05-12,27.4,21.7,33.3,0.0,0.0,164.0,22.7,,1013.2,,DFW,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
165,DTW 2022-04-10,2022-04-10,6.9,0.0,14.4,0.0,0.0,262.0,13.8,33.0,1014.9,,DTW,b) 0-10,a) 0-1,b) Light or Gentle Breeze
166,DTW 2022-04-11,2022-04-11,13.1,6.7,22.8,2.4,0.0,177.0,17.9,54.0,1009.8,,DTW,c) 10-20,b) 1-10,b) Light or Gentle Breeze
167,DTW 2022-04-12,2022-04-12,12.9,3.9,20.0,0.0,0.0,97.0,11.2,35.0,1016.5,,DTW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
168,DTW 2022-04-13,2022-04-13,17.9,13.3,23.3,5.9,0.0,166.0,19.7,65.0,1005.6,,DTW,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
169,DTW 2022-04-14,2022-04-14,12.5,7.2,18.3,2.3,0.0,238.0,34.8,102.0,1007.2,,DTW,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
170,DTW 2022-04-15,2022-04-15,8.9,6.7,11.7,4.9,0.0,246.0,25.2,72.0,1012.6,,DTW,b) 0-10,b) 1-10,c) Moderate or Fresh Breeze
171,DTW 2022-04-16,2022-04-16,6.3,2.8,10.0,0.8,0.0,293.0,18.8,,1016.0,,DTW,b) 0-10,a) 0-1,b) Light or Gentle Breeze
172,DTW 2022-04-17,2022-04-17,2.7,-2.8,8.3,0.0,0.0,18.0,12.7,37.0,1025.9,,DTW,b) 0-10,a) 0-1,b) Light or Gentle Breeze
173,DTW 2022-04-18,2022-04-18,2.6,0.0,5.6,12.8,0.0,5.0,12.7,35.0,1017.5,,DTW,b) 0-10,c) 10-20,b) Light or Gentle Breeze
174,DTW 2022-04-19,2022-04-19,4.7,2.2,8.3,0.7,0.0,297.0,25.7,59.0,1016.6,,DTW,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
175,DTW 2022-04-20,2022-04-20,5.6,-1.7,11.7,0.2,0.0,153.0,12.2,41.0,1025.4,,DTW,b) 0-10,a) 0-1,b) Light or Gentle Breeze
176,DTW 2022-04-21,2022-04-21,14.7,9.4,20.6,2.9,0.0,237.0,25.4,61.0,1018.9,,DTW,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
177,DTW 2022-04-22,2022-04-22,9.6,3.9,13.3,8.2,0.0,71.0,12.4,35.0,1030.9,,DTW,b) 0-10,b) 1-10,b) Light or Gentle Breeze
178,DTW 2022-04-23,2022-04-23,16.1,7.2,27.8,22.6,0.0,119.0,12.3,,1019.6,,DTW,c) 10-20,d) 20-30,b) Light or Gentle Breeze
179,DTW 2022-04-24,2022-04-24,22.1,12.8,30.0,5.8,0.0,204.0,22.2,67.0,1012.6,,DTW,d) 20-30,b) 1-10,c) Moderate or Fresh Breeze
180,DTW 2022-04-25,2022-04-25,16.3,11.7,19.4,2.5,0.0,259.0,13.7,46.0,1014.1,,DTW,c) 10-20,b) 1-10,b) Light or Gentle Breeze
181,DTW 2022-04-26,2022-04-26,7.2,3.9,10.0,0.0,0.0,272.0,21.2,55.0,1021.4,,DTW,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
182,DTW 2022-04-27,2022-04-27,3.9,1.1,7.2,0.0,0.0,324.0,19.2,42.0,1024.9,,DTW,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
183,DTW 2022-04-28,2022-04-28,5.6,-1.7,12.8,0.0,0.0,75.0,7.2,,1027.2,,DTW,b) 0-10,a) 0-1,b) Light or Gentle Breeze
184,DTW 2022-04-29,2022-04-29,8.5,-0.6,16.7,0.0,0.0,87.0,13.0,33.0,1024.2,,DTW,b) 0-10,a) 0-1,b) Light or Gentle Breeze
185,DTW 2022-04-30,2022-04-30,11.4,4.4,17.2,0.0,0.0,84.0,17.1,48.0,1018.7,,DTW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
186,DTW 2022-05-01,2022-05-01,14.4,9.4,20.0,15.4,0.0,169.0,17.8,58.0,1009.6,,DTW,c) 10-20,c) 10-20,b) Light or Gentle Breeze
187,DTW 2022-05-02,2022-05-02,12.4,11.1,13.9,0.0,0.0,257.0,16.1,42.0,1015.8,,DTW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
188,DTW 2022-05-03,2022-05-03,11.5,9.4,12.8,8.0,0.0,58.0,13.4,45.0,1012.6,,DTW,c) 10-20,b) 1-10,b) Light or Gentle Breeze
189,DTW 2022-05-04,2022-05-04,12.8,9.4,17.2,2.4,0.0,358.0,18.2,42.0,1018.5,,DTW,c) 10-20,b) 1-10,b) Light or Gentle Breeze
190,DTW 2022-05-05,2022-05-05,11.1,3.9,16.7,3.4,0.0,74.0,6.6,,1020.1,,DTW,c) 10-20,b) 1-10,b) Light or Gentle Breeze
191,DTW 2022-05-06,2022-05-06,13.1,10.6,16.7,3.8,0.0,50.0,20.3,45.0,1009.4,,DTW,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
192,DTW 2022-05-07,2022-05-07,15.1,9.4,20.0,0.0,0.0,51.0,20.3,48.0,1012.8,,DTW,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
193,DTW 2022-05-08,2022-05-08,12.8,4.4,19.4,0.0,0.0,92.0,11.4,,1018.6,,DTW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
194,DTW 2022-05-09,2022-05-09,16.8,8.3,23.3,0.0,0.0,115.0,18.4,48.0,1020.1,,DTW,c) 10-20,a) 0-1,b) Light or Gentle Breeze
195,DTW 2022-05-10,2022-05-10,21.1,11.1,30.0,0.0,0.0,126.0,14.0,39.0,1021.4,,DTW,d) 20-30,a) 0-1,b) Light or Gentle Breeze
196,DTW 2022-05-11,2022-05-11,22.4,15.6,28.9,0.0,0.0,114.0,9.0,,1022.6,,DTW,d) 20-30,a) 0-1,b) Light or Gentle Breeze
197,DTW 2022-05-12,2022-05-12,22.1,12.8,32.2,0.0,0.0,83.0,8.0,,1021.5,,DTW,d) 20-30,a) 0-1,b) Light or Gentle Breeze
198,EWR 2022-04-10,2022-04-10,8.2,6.2,9.5,0.2,0.0,321.0,21.4,,1009.5,,EWR,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
199,EWR 2022-04-11,2022-04-11,10.0,3.7,16.1,0.4,0.0,301.0,10.5,,1018.6,,EWR,b) 0-10,a) 0-1,b) Light or Gentle Breeze
200,EWR 2022-04-12,2022-04-12,15.1,9.7,22.8,0.9,0.0,326.0,7.5,,1016.6,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
201,EWR 2022-04-13,2022-04-13,15.5,11.7,19.7,0.0,0.0,67.0,6.1,,1015.3,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
202,EWR 2022-04-14,2022-04-14,20.8,15.0,30.0,1.9,0.0,295.0,14.7,,1008.8,,EWR,d) 20-30,b) 1-10,b) Light or Gentle Breeze
203,EWR 2022-04-15,2022-04-15,15.8,9.7,20.8,0.0,0.0,288.0,13.8,,1018.5,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
204,EWR 2022-04-16,2022-04-16,15.7,8.0,23.2,2.7,0.0,261.0,11.6,,1013.7,,EWR,c) 10-20,b) 1-10,b) Light or Gentle Breeze
205,EWR 2022-04-17,2022-04-17,7.8,4.8,10.5,0.6,0.0,338.0,17.2,,1020.6,,EWR,b) 0-10,a) 0-1,b) Light or Gentle Breeze
206,EWR 2022-04-18,2022-04-18,6.8,2.3,10.1,6.8,0.0,94.0,15.1,,1024.3,,EWR,b) 0-10,b) 1-10,b) Light or Gentle Breeze
207,EWR 2022-04-19,2022-04-19,7.1,4.1,10.2,21.6,0.0,310.0,27.8,,1007.9,,EWR,b) 0-10,d) 20-30,c) Moderate or Fresh Breeze
208,EWR 2022-04-20,2022-04-20,10.0,5.1,15.7,0.0,0.0,307.0,14.8,,1026.3,,EWR,b) 0-10,a) 0-1,b) Light or Gentle Breeze
209,EWR 2022-04-21,2022-04-21,12.0,6.1,17.5,0.4,0.0,200.0,7.8,,1030.3,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
210,EWR 2022-04-22,2022-04-22,15.6,10.5,21.1,0.0,0.0,326.0,13.8,,1027.8,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
211,EWR 2022-04-23,2022-04-23,13.2,11.1,16.2,0.0,0.0,100.0,7.5,,1027.8,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
212,EWR 2022-04-24,2022-04-24,11.7,8.6,16.4,0.0,0.0,135.0,13.2,,1024.3,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
213,EWR 2022-04-25,2022-04-25,10.4,8.5,13.0,0.0,0.0,132.0,10.8,,1024.0,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
214,EWR 2022-04-26,2022-04-26,14.0,10.5,18.3,6.8,0.0,87.0,8.3,,1017.7,,EWR,c) 10-20,b) 1-10,b) Light or Gentle Breeze
215,EWR 2022-04-27,2022-04-27,10.5,6.6,14.6,1.1,0.0,314.0,25.7,,1015.0,,EWR,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
216,EWR 2022-04-28,2022-04-28,8.6,4.3,14.1,0.0,0.0,332.0,27.1,,1017.0,,EWR,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
217,EWR 2022-04-29,2022-04-29,10.9,3.6,17.5,0.0,0.0,327.0,19.6,,1018.9,,EWR,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
218,EWR 2022-04-30,2022-04-30,13.0,6.1,20.0,0.0,0.0,341.0,12.2,,1019.6,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
219,EWR 2022-05-01,2022-05-01,13.1,6.0,19.0,0.6,0.0,103.0,7.7,,1019.6,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
220,EWR 2022-05-02,2022-05-02,13.0,11.2,14.4,6.2,0.0,91.0,9.7,,1017.5,,EWR,c) 10-20,b) 1-10,b) Light or Gentle Breeze
221,EWR 2022-05-03,2022-05-03,13.3,10.3,18.0,0.0,0.0,89.0,12.4,,1020.8,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
222,EWR 2022-05-04,2022-05-04,13.0,9.5,17.8,6.1,0.0,346.0,7.0,,1015.8,,EWR,c) 10-20,b) 1-10,b) Light or Gentle Breeze
223,EWR 2022-05-05,2022-05-05,18.0,14.7,22.6,0.0,0.0,41.0,8.7,,1017.6,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
224,EWR 2022-05-06,2022-05-06,12.9,9.5,15.2,18.9,0.0,97.0,6.9,,1013.7,,EWR,c) 10-20,c) 10-20,b) Light or Gentle Breeze
225,EWR 2022-05-07,2022-05-07,9.7,8.5,10.8,26.7,0.0,84.0,23.6,,1011.0,,EWR,b) 0-10,d) 20-30,c) Moderate or Fresh Breeze
226,EWR 2022-05-08,2022-05-08,11.4,7.5,15.5,2.6,0.0,83.0,21.7,,1018.8,,EWR,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
227,EWR 2022-05-09,2022-05-09,15.0,8.3,21.5,0.0,0.0,72.0,18.8,,1023.2,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
228,EWR 2022-05-10,2022-05-10,15.9,10.5,23.0,0.0,0.0,81.0,15.1,,1026.7,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
229,EWR 2022-05-11,2022-05-11,16.7,12.6,23.8,0.0,0.0,76.0,13.6,,1024.9,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
230,EWR 2022-05-12,2022-05-12,16.5,12.7,21.5,0.0,0.0,122.0,8.4,,1025.5,,EWR,c) 10-20,a) 0-1,b) Light or Gentle Breeze
231,IAD 2022-04-10,2022-04-10,7.9,0.6,12.8,0.0,0.0,308.0,17.6,,1013.5,,IAD,b) 0-10,a) 0-1,b) Light or Gentle Breeze
232,IAD 2022-04-11,2022-04-11,8.2,-1.0,20.0,0.0,0.0,114.0,8.6,,1018.9,,IAD,b) 0-10,a) 0-1,b) Light or Gentle Breeze
233,IAD 2022-04-12,2022-04-12,17.3,10.6,26.1,0.0,0.0,23.0,6.5,,1016.7,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
234,IAD 2022-04-13,2022-04-13,20.1,10.6,30.0,0.0,0.0,227.0,13.0,,1013.7,,IAD,d) 20-30,a) 0-1,b) Light or Gentle Breeze
235,IAD 2022-04-14,2022-04-14,23.2,10.6,27.2,0.0,0.0,240.0,22.7,,1010.1,,IAD,d) 20-30,a) 0-1,c) Moderate or Fresh Breeze
236,IAD 2022-04-15,2022-04-15,14.4,2.8,22.2,0.0,0.0,207.0,13.0,,1019.7,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
237,IAD 2022-04-16,2022-04-16,18.9,13.3,26.1,0.0,0.0,215.0,19.4,,1012.9,,IAD,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
238,IAD 2022-04-17,2022-04-17,12.8,6.1,13.3,0.3,0.0,0.0,20.5,,1020.6,,IAD,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
239,IAD 2022-04-18,2022-04-18,5.9,2.2,6.7,13.7,0.0,40.0,12.6,,1021.3,,IAD,b) 0-10,c) 10-20,b) Light or Gentle Breeze
240,IAD 2022-04-19,2022-04-19,6.3,3.3,11.1,0.0,0.0,287.0,20.5,,1014.6,,IAD,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
241,IAD 2022-04-20,2022-04-20,9.0,0.0,16.7,0.0,0.0,282.0,9.0,,1028.7,,IAD,b) 0-10,a) 0-1,b) Light or Gentle Breeze
242,IAD 2022-04-21,2022-04-21,13.1,7.2,19.4,0.0,0.0,183.0,13.3,,1029.0,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
243,IAD 2022-04-22,2022-04-22,16.3,6.7,23.9,0.0,0.0,5.0,7.6,,1028.8,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
244,IAD 2022-04-23,2022-04-23,17.2,6.1,26.1,0.0,0.0,109.0,8.6,,1025.1,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
245,IAD 2022-04-24,2022-04-24,19.4,10.6,28.9,0.0,0.0,76.0,10.4,,1019.9,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
246,IAD 2022-04-25,2022-04-25,16.4,11.7,22.2,0.0,0.0,82.0,10.4,,1019.8,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
247,IAD 2022-04-26,2022-04-26,16.3,11.7,20.0,0.8,0.0,356.0,11.2,,1017.5,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
248,IAD 2022-04-27,2022-04-27,12.3,6.1,16.7,0.0,0.0,319.0,24.1,,1018.6,,IAD,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
249,IAD 2022-04-28,2022-04-28,8.4,2.8,15.6,0.0,0.0,334.0,21.6,,1021.8,,IAD,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
250,IAD 2022-04-29,2022-04-29,11.1,1.1,18.9,0.0,0.0,322.0,9.4,,1022.1,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
251,IAD 2022-04-30,2022-04-30,11.2,2.2,21.1,0.0,0.0,2.0,4.7,,1020.9,,IAD,c) 10-20,a) 0-1,a) Calm or Light Air
252,IAD 2022-05-01,2022-05-01,13.3,8.9,17.8,6.1,0.0,126.0,7.9,,1018.0,,IAD,c) 10-20,b) 1-10,b) Light or Gentle Breeze
253,IAD 2022-05-02,2022-05-02,17.3,10.0,27.2,0.0,0.0,348.0,7.6,,1015.6,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
254,IAD 2022-05-03,2022-05-03,16.8,12.2,21.7,15.5,0.0,106.0,10.4,,1017.5,,IAD,c) 10-20,c) 10-20,b) Light or Gentle Breeze
255,IAD 2022-05-04,2022-05-04,17.8,14.4,26.1,16.0,0.0,237.0,9.4,,1014.6,,IAD,c) 10-20,c) 10-20,b) Light or Gentle Breeze
256,IAD 2022-05-05,2022-05-05,17.7,14.4,19.4,0.0,0.0,23.0,9.0,,1018.3,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
257,IAD 2022-05-06,2022-05-06,15.4,11.1,16.7,30.0,0.0,130.0,13.7,,1009.2,,IAD,c) 10-20,d) 20-30,b) Light or Gentle Breeze
258,IAD 2022-05-07,2022-05-07,11.4,7.8,12.2,21.3,0.0,22.0,19.8,,1005.9,,IAD,c) 10-20,d) 20-30,c) Moderate or Fresh Breeze
259,IAD 2022-05-08,2022-05-08,9.3,3.9,13.9,0.0,0.0,23.0,16.2,,1017.9,,IAD,b) 0-10,a) 0-1,b) Light or Gentle Breeze
260,IAD 2022-05-09,2022-05-09,11.8,2.8,21.7,0.0,0.0,5.0,10.4,,1022.7,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
261,IAD 2022-05-10,2022-05-10,15.5,6.7,23.9,0.0,0.0,22.0,13.3,,1025.7,,IAD,c) 10-20,a) 0-1,b) Light or Gentle Breeze
